"AA","Data Source","Variable","Data Source"
"AA","Data Source","Variable_English","Data Source"
"AA","Data Source","Variable_German","Datenquelle"
"AA","Data Source","Variable_French","Source de données"
"AA","Data Source","Variable_Japanese","データ ソース"
"AA","Data Source","Variable_Italian","Origine dati"
"AA","Data Source","Variable_Spanish","Fuente de datos"
"AA","Data Source","Variable_ChineseSimplified","数据源"
"AA","Data Source","Variable_Czech","Zdroj dat"
"AA","Data Source","Variable_Danish","Datakilde"
"AA","Data Source","Variable_Finnish","Tietolähde"
"AA","Data Source","Variable_Croatian","Izvor podataka"
"AA","Data Source","Variable_Hungarian","Adatforrás"
"AA","Data Source","Variable_Korean","데이터 소스"
"AA","Data Source","Variable_Norwegian","Datakilde"
"AA","Data Source","Variable_Polish","Źródło danych"
"AA","Data Source","Variable_Brasilian","Origem de Dados"
"AA","Data Source","Variable_Romanian","Sursă de date"
"AA","Data Source","Variable_Russian","Источник данных"
"AA","Data Source","Variable_Swedish","Datakälla"
"AA","Data Source","Variable_Turkish","Veri Kaynağı"
"AA","Data Source","Variable_ChineseTraditional","資料來源"
"AA","Corporate Currency","Variable","Corporate Currency"
"AA","Corporate Currency","Variable_English","Corporate Currency"
"AA","Corporate Currency","Variable_German","Konzernwährung"
"AA","Corporate Currency","Variable_French","Devise groupe"
"AA","Corporate Currency","Variable_Japanese","企業通貨"
"AA","Corporate Currency","Variable_Italian","Valuta aziendale"
"AA","Corporate Currency","Variable_Spanish","Divisa corporativa"
"AA","Corporate Currency","Variable_ChineseSimplified","公司货币"
"AA","Corporate Currency","Variable_Czech","Měna podniku"
"AA","Corporate Currency","Variable_Danish","Virksomhedsvaluta"
"AA","Corporate Currency","Variable_Finnish","Yritysvaluutta"
"AA","Corporate Currency","Variable_Croatian","Korporativna valuta"
"AA","Corporate Currency","Variable_Hungarian","Közösségi pénznem"
"AA","Corporate Currency","Variable_Korean","법인 통화"
"AA","Corporate Currency","Variable_Norwegian","Firmaets valuta"
"AA","Corporate Currency","Variable_Polish","Waluta korporacyjna"
"AA","Corporate Currency","Variable_Brasilian","Moeda Corporativa"
"AA","Corporate Currency","Variable_Romanian","Monedă de corporaţie"
"AA","Corporate Currency","Variable_Russian","Корпоративная валюта"
"AA","Corporate Currency","Variable_Swedish","Bolagsvaluta"
"AA","Corporate Currency","Variable_Turkish","Şirket Para Birimi"
"AA","Corporate Currency","Variable_ChineseTraditional","公司貨幣"
