"10110","105","41101","actual","budget","Jan-2003","615995.0995704803"
"10110","105","41101","actual","budget","Feb-2003","607265.6384224913"
"10110","105","41101","actual","budget","Mar-2003","608610.952752831"
"10110","105","41101","actual","budget","Apr-2003","608669.269816478"
"10110","105","41101","actual","budget","May-2003","617259.9765716518"
"10110","105","41101","actual","budget","Jun-2003","615886.5091761032"
"10110","105","41101","actual","budget","Jul-2003","618647.5204998048"
"10110","105","41101","actual","budget","Aug-2003","625520.8902772354"
"10110","105","41101","actual","budget","Sep-2003","617875.3221397891"
"10110","105","41101","actual","budget","Oct-2003","603889.2815306522"
"10110","105","41101","actual","budget","Nov-2003","612652.9285435377"
"10110","105","41101","actual","budget","Dec-2003","610157.3604060914"
"10110","105","41101","actual","budget","Jan-2004","579560.4151359295"
"10110","105","41101","actual","budget","Feb-2004","571347.2814107274"
"10110","105","41101","actual","budget","Mar-2004","572613.0235121235"
"10110","105","41101","actual","budget","Apr-2004","572667.8912564291"
"10110","105","41101","actual","budget","May-2004","580750.4775900074"
"10110","105","41101","actual","budget","Jun-2004","579458.24761205"
"10110","105","41101","actual","budget","Jul-2004","582055.9515062454"
"10110","105","41101","actual","budget","Aug-2004","588522.7773695812"
"10110","105","41101","actual","budget","Sep-2004","581329.4268919912"
"10110","105","41101","actual","budget","Oct-2004","568170.6282145482"
"10110","105","41101","actual","budget","Nov-2004","576415.9257898604"
"10110","105","41101","actual","budget","Dec-2004","574067.9647318149"
"10110","105","41101","actual","actual","Jan-2003","597515.2465833658"
"10110","105","41101","actual","actual","Feb-2003","589047.6692698165"
"10110","105","41101","actual","actual","Mar-2003","590352.6241702461"
"10110","105","41101","actual","actual","Apr-2003","590409.1917219836"
"10110","105","41101","actual","actual","May-2003","598742.1772745022"
"10110","105","41101","actual","actual","Jun-2003","597409.9139008201"
"10110","105","41101","actual","actual","Jul-2003","600088.0948848106"
"10110","105","41101","actual","actual","Aug-2003","606755.2635689183"
"10110","105","41101","actual","actual","Sep-2003","599339.0624755954"
"10110","105","41101","actual","actual","Oct-2003","585772.6030847327"
"10110","105","41101","actual","actual","Nov-2003","594273.3406872316"
"10110","105","41101","actual","actual","Dec-2003","591852.6395939087"
"10110","105","42201","actual","budget","Jan-2003","116024.814525576"
"10110","105","42201","actual","budget","Feb-2003","121017.9617336978"
"10110","105","42201","actual","budget","Mar-2003","116376.7278406872"
"10110","105","42201","actual","budget","Apr-2003","122421.5931276845"
"10110","105","42201","actual","budget","May-2003","116545.6462319407"
"10110","105","42201","actual","budget","Jun-2003","114486.4506052323"
"10110","105","42201","actual","budget","Jul-2003","119990.3748535728"
"10110","105","42201","actual","budget","Aug-2003","120867.1417415072"
"10110","105","42201","actual","budget","Sep-2003","107054.041390082"
"10110","105","42201","actual","budget","Oct-2003","108831.7063647013"
"10110","105","42201","actual","budget","Nov-2003","128534.8301444748"
"10110","105","42201","actual","budget","Dec-2003","98067.1807887544"
"10110","105","42201","actual","budget","Jan-2004","109162.2152828802"
"10110","105","42201","actual","budget","Feb-2004","113860.0293901543"
"10110","105","42201","actual","budget","Mar-2004","109493.3137398971"
"10110","105","42201","actual","budget","Apr-2004","115180.639235856"
"10110","105","42201","actual","budget","May-2004","109652.2409992653"
"10110","105","42201","actual","budget","Jun-2004","107714.8420279206"
"10110","105","42201","actual","budget","Jul-2004","112893.221895665"
"10110","105","42201","actual","budget","Aug-2004","113718.1300514328"
"10110","105","42201","actual","budget","Sep-2004","100722.0426157237"
"10110","105","42201","actual","budget","Oct-2004","102394.5628214548"
"10110","105","42201","actual","budget","Nov-2004","120932.2924320353"
"10110","105","42201","actual","budget","Dec-2004","92266.73401910361"
"10110","105","42201","actual","actual","Jan-2003","112544.0700898087"
"10110","105","42201","actual","actual","Feb-2003","117387.4228816868"
"10110","105","42201","actual","actual","Mar-2003","112885.4260054666"
"10110","105","42201","actual","actual","Apr-2003","118748.945333854"
"10110","105","42201","actual","actual","May-2003","113049.2768449824"
"10110","105","42201","actual","actual","Jun-2003","111051.8570870754"
"10110","105","42201","actual","actual","Jul-2003","116390.6636079656"
"10110","105","42201","actual","actual","Aug-2003","117241.127489262"
"10110","105","42201","actual","actual","Sep-2003","103842.4201483795"
"10110","105","42201","actual","actual","Oct-2003","105566.7551737602"
"10110","105","42201","actual","actual","Nov-2003","124678.7852401406"
"10110","105","42201","actual","actual","Dec-2003","95125.16536509176"
"10110","105","51001","actual","budget","Jan-2003","73675.56618508395"
"10110","105","51001","actual","budget","Feb-2003","102255.9547051933"
"10110","105","51001","actual","budget","Mar-2003","126537.9734478719"
"10110","105","51001","actual","budget","Apr-2003","121183.8637251074"
"10110","105","51001","actual","budget","May-2003","72544.41624365482"
"10110","105","51001","actual","budget","Jun-2003","84308.37563451777"
"10110","105","51001","actual","budget","Jul-2003","75862.45607184693"
"10110","105","51001","actual","budget","Aug-2003","72695.23623584537"
"10110","105","51001","actual","budget","Sep-2003","90944.455290902"
"10110","105","51001","actual","budget","Oct-2003","86570.67551737605"
"10110","105","51001","actual","budget","Nov-2003","96977.254978524"
"10110","105","51001","actual","budget","Dec-2003","68019.81647793831"
"10110","105","51001","actual","budget","Jan-2004","1848.475385745775"
"10110","105","51001","actual","budget","Feb-2004","2565.540044085232"
"10110","105","51001","actual","budget","Mar-2004","3174.761204996326"
"10110","105","51001","actual","budget","Apr-2004","3040.429831006613"
"10110","105","51001","actual","budget","May-2004","1820.09551800147"
"10110","105","51001","actual","budget","Jun-2004","2115.246142542248"
"10110","105","51001","actual","budget","Jul-2004","1903.343130051433"
"10110","105","51001","actual","budget","Aug-2004","1823.879500367377"
"10110","105","51001","actual","budget","Sep-2004","2281.741366642175"
"10110","105","51001","actual","budget","Oct-2004","2172.00587803086"
"10110","105","51001","actual","budget","Nov-2004","2433.100661278472"
"10110","105","51001","actual","budget","Dec-2004","1706.576047024247"
"10110","105","51001","actual","actual","Jan-2003","71465.29919953144"
"10110","105","51001","actual","actual","Feb-2003","99188.27606403749"
"10110","105","51001","actual","actual","Mar-2003","122741.8342444358"
"10110","105","51001","actual","actual","Apr-2003","117548.3478133542"
"10110","105","51001","actual","actual","May-2003","70368.08375634518"
"10110","105","51001","actual","actual","Jun-2003","81779.12436548223"
"10110","105","51001","actual","actual","Jul-2003","73586.58238969152"
"10110","105","51001","actual","actual","Aug-2003","70514.37914877001"
"10110","105","51001","actual","actual","Sep-2003","88216.12163217494"
"10110","105","51001","actual","actual","Oct-2003","83973.55525185476"
"10110","105","51001","actual","actual","Nov-2003","94067.93732916827"
"10110","105","51001","actual","actual","Dec-2003","65979.22198360016"
"10110","105","51003","actual","budget","Jan-2003","84157.55564232722"
"10110","105","51003","actual","budget","Feb-2003","67944.40648184303"
"10110","105","51003","actual","budget","Mar-2003","56029.62709878953"
"10110","105","51003","actual","budget","Apr-2003","90190.35532994923"
"10110","105","51003","actual","budget","May-2003","96524.79500195237"
"10110","105","51003","actual","budget","Jun-2003","85364.11557985163"
"10110","105","51003","actual","budget","Jul-2003","103085.4646622413"
"10110","105","51003","actual","budget","Aug-2003","102783.8246778602"
"10110","105","51003","actual","budget","Sep-2003","102029.7247169075"
"10110","105","51003","actual","budget","Oct-2003","83478.86567746974"
"10110","105","51003","actual","budget","Nov-2003","54370.60718469348"
"10110","105","51003","actual","budget","Dec-2003","54219.78719250294"
"10110","105","51003","actual","budget","Jan-2004","2111.462160176341"
"10110","105","51003","actual","budget","Feb-2004","1704.684055841293"
"10110","105","51003","actual","budget","Mar-2004","1405.749448934607"
"10110","105","51003","actual","budget","Apr-2004","2262.821454812638"
"10110","105","51003","actual","budget","May-2004","2421.74871418075"
"10110","105","51003","actual","budget","Jun-2004","2141.734019103601"
"10110","105","51003","actual","budget","Jul-2004","2586.351947097722"
"10110","105","51003","actual","budget","Aug-2004","2578.783982365908"
"10110","105","51003","actual","budget","Sep-2004","2559.86407053637"
"10110","105","51003","actual","budget","Oct-2004","2094.434239529758"
"10110","105","51003","actual","budget","Nov-2004","1364.125642909625"
"10110","105","51003","actual","budget","Dec-2004","1360.341660543718"
"10110","105","51003","actual","actual","Jan-2003","81632.8289730574"
"10110","105","51003","actual","actual","Feb-2003","65906.07428738775"
"10110","105","51003","actual","actual","Mar-2003","54348.73828582584"
"10110","105","51003","actual","actual","Apr-2003","87484.64467005075"
"10110","105","51003","actual","actual","May-2003","93629.0511518938"
"10110","105","51003","actual","actual","Jun-2003","82803.19211245608"
"10110","105","51003","actual","actual","Jul-2003","99992.90072237408"
"10110","105","51003","actual","actual","Aug-2003","99700.30993752442"
"10110","105","51003","actual","actual","Sep-2003","98968.83297540025"
"10110","105","51003","actual","actual","Oct-2003","80974.49970714565"
"10110","105","51003","actual","actual","Nov-2003","52739.48896915268"
"10110","105","51003","actual","actual","Dec-2003","52593.19357672785"
"10110","105","61010","actual","budget","Jan-2003","2029.824137055838"
"10110","105","61010","actual","budget","Feb-2003","3339.388096446701"
"10110","105","61010","actual","budget","Mar-2003","3317.562030456853"
"10110","105","61010","actual","budget","Apr-2003","2591.349289340102"
"10110","105","61010","actual","budget","May-2003","2644.922360406092"
